variant,final_best_gn,final_cpu_s
old hybrid,2.3736159982817586,70.38401985168457
high-k m=5,2.232280504180591,155.51176023483276
m=3,1.804460164260378,182.6325979232788
m=2,0.689987190847217,323.753292798996
m=1,0.37347450496719226,1296.5980620384216
