snapshot,K,m,batch,start,method,phi,time_s,iters,delta,active,converged,solver_success
K6_early_m108,6,108,1,4,ccp,1.5766030629017838,0.00271395780146122,5,8.881784197001252e-16,4,1,1
K6_early_m108,6,108,1,4,ipopt,1.4006557366315167,0.08316437480971217,100,0.132246527216475,1,0,0
K6_early_m108,6,108,1,5,ccp,1.7975436527336113,0.0029226248152554035,5,2.220446049250313e-16,4,1,1
K6_early_m108,6,108,1,5,ipopt,1.7942910223980852,0.08402900025248528,100,0.0031944663768308512,2,0,0
K6_early_m108,6,108,1,6,ccp,1.5301257063826106,0.0024094167165458202,4,4.296385469615416e-11,4,1,1
K6_early_m108,6,108,1,6,ipopt,1.4225107748575694,0.10220545902848244,100,0.04259989533947839,4,0,0
K6_early_m108,6,108,1,7,ccp,1.79952381991568,0.0024626669473946095,4,2.684660049823151e-09,4,1,1
K6_early_m108,6,108,1,7,ipopt,1.384040372870625,0.10141941625624895,100,0.3421056660177555,1,0,0
K6_early_m108,6,108,1,8,ccp,1.6712719817236699,0.00229320814833045,4,8.003782525634051e-09,5,1,1
K6_early_m108,6,108,1,8,ipopt,1.671271988943312,0.11443937476724386,100,7.841400861963166e-10,5,1,0
K6_early_m108,6,108,1,9,ccp,1.7995238220661127,0.0037453752011060715,6,5.342264408625397e-10,4,1,1
K6_early_m108,6,108,1,9,ipopt,1.7838032257603795,0.11800783406943083,100,0.013707811345048171,2,0,0
K6_early_m108,6,108,2,0,ccp,1.7995238225997578,0.002276207786053419,4,5.810907310888069e-13,4,1,1
K6_early_m108,6,108,2,0,ipopt,1.786379910973574,0.08041045907884836,100,0.012077446621659993,2,0,0
K6_early_m108,6,108,2,1,ccp,1.7995238221334597,0.0022927909158170223,4,4.668789799211481e-10,4,1,1
K6_early_m108,6,108,2,1,ipopt,1.6066374911404935,0.07960045896470547,100,0.05291104113976264,2,0,0
K6_early_m108,6,108,2,2,ccp,1.7995238206128334,0.002269874792546034,4,1.9875054935170056e-09,4,1,1
K6_early_m108,6,108,2,2,ipopt,1.7712994580873658,0.08083087485283613,100,0.022831027634571566,2,0,0
K6_early_m108,6,108,2,3,ccp,1.7975436527335533,0.0027166251093149185,5,5.839773109528323e-14,4,1,1
K6_early_m108,6,108,2,3,ipopt,1.7854901359751114,0.07966033322736621,100,0.011706832760409513,2,0,0
K6_early_m108,6,108,2,4,ccp,1.5766030629017835,0.002887084148824215,5,1.9984014443252818e-15,4,1,1
K6_early_m108,6,108,2,4,ipopt,1.4716281911539433,0.06541416607797146,100,0.06401473539483482,1,0,0
K6_early_m108,6,108,2,5,ccp,1.7521504586728511,0.0029245419427752495,5,1.9273471707492718e-13,4,1,1
K6_early_m108,6,108,2,5,ipopt,1.7959186599033754,0.09629537537693977,100,0.0007697280370233539,3,0,0
K6_early_m108,6,108,2,6,ccp,1.7975436527336113,0.0029204171150922775,5,8.881784197001252e-16,4,1,1
K6_early_m108,6,108,2,6,ipopt,1.4132858331283358,0.07399637484923005,100,0.3221421065742822,1,0,0
K6_early_m108,6,108,2,7,ccp,1.7975436527334123,0.002660958096385002,5,1.9961809982760315e-13,4,1,1
K6_early_m108,6,108,2,7,ipopt,1.7310148451808347,0.07875479105859995,100,0.046853273566903164,2,0,0
K6_early_m108,6,108,2,8,ccp,1.7995238226003352,0.0027867918834090233,5,4.440892098500626e-15,4,1,1
K6_early_m108,6,108,2,8,ipopt,1.7527245567106022,0.08465833403170109,100,0.042431698094523185,2,0,0
K6_early_m108,6,108,2,9,ccp,1.7995238224937125,0.003619750030338764,6,1.0662670746341973e-10,4,1,1
K6_early_m108,6,108,2,9,ipopt,1.66774878636167,0.07870899979025126,100,0.003073205767583964,1,0,0
K6_early_m108,6,108,3,0,ccp,1.7995238226003356,0.0026617497205734253,5,3.552713678800501e-15,4,1,1
K6_early_m108,6,108,3,0,ipopt,1.5962252036838003,0.09695783304050565,100,0.08802930209002091,3,0,0
K6_early_m108,6,108,3,1,ccp,1.6712719897274502,0.0027715000323951244,5,2.220446049250313e-15,5,1,1
K6_early_m108,6,108,3,1,ipopt,1.428871504501093,0.07797924987971783,100,0.15326760302219444,1,0,0
K6_early_m108,6,108,3,2,ccp,1.6712719887211034,0.0023112078197300434,4,1.0063490041289924e-09,5,1,1
K6_early_m108,6,108,3,2,ipopt,1.6697977234028152,0.08571108290925622,100,0.00115272930163135,1,0,0
K6_early_m108,6,108,3,3,ccp,1.6223683966380014,0.0030674999579787254,5,3.0515590054847053e-12,4,1,1
K6_early_m108,6,108,3,3,ipopt,1.568446693190381,0.082481584046036,100,0.00459935514772658,1,0,0
K6_early_m108,6,108,3,4,ccp,1.5766030628987453,0.0028024581260979176,5,3.0397906414236786e-12,4,1,1
K6_early_m108,6,108,3,4,ipopt,1.3748187617857464,0.08346212469041348,100,0.1279014883351668,1,0,0
K6_early_m108,6,108,3,5,ccp,1.6712719802517748,0.0023153331130743027,4,9.475677131831617e-09,5,1,1
K6_early_m108,6,108,3,5,ipopt,1.7839105623750267,0.08831287501379848,100,0.013738214572767582,2,0,0
K6_early_m108,6,108,3,6,ccp,1.7521504556742094,0.0025743329897522926,4,2.9988351801790714e-09,4,1,1
K6_early_m108,6,108,3,6,ipopt,1.6460454038423937,0.07615058310329914,100,0.12589010905725195,2,0,0
K6_early_m108,6,108,3,7,ccp,1.7975436526498307,0.0034059169702231884,6,8.378120419649804e-11,4,1,1
K6_early_m108,6,108,3,7,ipopt,1.7491246935744154,0.08618533285334706,100,0.0017937703493262624,2,0,0
K6_early_m108,6,108,3,8,ccp,1.7975436459306613,0.0022125840187072754,4,6.802950869300162e-09,4,1,1
K6_early_m108,6,108,3,8,ipopt,1.7979909467433755,0.07806120812892914,100,0.001319977459595112,3,0,0
K6_early_m108,6,108,3,9,ccp,1.6712719886961525,0.0022792499512434006,4,1.0312997122952083e-09,5,1,1
K6_early_m108,6,108,3,9,ipopt,1.419446239613496,0.06983837531879544,100,0.1745384096380973,1,0,0
K6_early_m108,6,108,4,0,ccp,1.7975436527035256,0.002444291952997446,4,3.008593374431712e-11,4,1,1
K6_early_m108,6,108,4,0,ipopt,1.7920904373310171,0.07605045894160867,100,0.007130789431721185,2,0,0
K6_early_m108,6,108,4,1,ccp,1.6712719897173134,0.002385708037763834,4,1.0138778705481855e-11,5,1,1
K6_early_m108,6,108,4,1,ipopt,1.5002692071216759,0.07446379214525223,100,0.1507159700584919,1,0,0
K6_early_m108,6,108,4,2,ccp,1.7975436351993872,0.0022280002012848854,4,1.7534224516779773e-08,4,1,1
K6_early_m108,6,108,4,2,ipopt,1.6025603782431497,0.1030719168484211,100,0.09492074687802465,1,0,0
K6_early_m108,6,108,4,3,ccp,1.671271989637669,0.002464416902512312,4,8.978329191222656e-11,5,1,1
K6_early_m108,6,108,4,3,ipopt,1.581758193949521,0.06918074982240796,100,0.08264131483405768,2,0,0
K6_early_m108,6,108,4,4,ccp,1.7995238220405567,0.003909499850124121,6,5.597826646663862e-10,4,1,1
K6_early_m108,6,108,4,4,ipopt,1.411564734178759,0.06906162528321147,100,0.1663462370233615,2,0,0
K6_early_m108,6,108,4,5,ccp,1.7975436527335846,0.0028738752007484436,5,2.731148640577885e-14,4,1,1
K6_early_m108,6,108,4,5,ipopt,1.7744430042445387,0.08388020796701312,100,0.01893842271412094,2,0,0
K6_early_m108,6,108,4,6,ccp,1.7995238226003316,0.002735916990786791,5,8.215650382226158e-15,4,1,1
K6_early_m108,6,108,4,6,ipopt,1.314879244299885,0.10264729103073478,100,0.36977495316533493,1,0,0
K6_early_m108,6,108,4,7,ccp,1.4729846699493403,0.0023926659487187862,4,4.354487437296939e-09,4,1,1
K6_early_m108,6,108,4,7,ipopt,1.307174950489474,0.07530470890924335,100,0.1378236783180331,1,0,0
K6_early_m108,6,108,4,8,ccp,1.7520904254896854,0.002347707748413086,4,5.867839547590847e-10,4,1,1
K6_early_m108,6,108,4,8,ipopt,1.3023255553290132,0.08530616667121649,100,0.3871259991535163,1,0,0
K6_early_m108,6,108,4,9,ccp,1.622368380741488,0.002925458364188671,5,1.5899564775878616e-08,4,1,1
K6_early_m108,6,108,4,9,ipopt,1.4559217010279557,0.10127825010567904,100,3.920010004376806e-06,2,0,0
K6_early_m108,6,108,5,0,ccp,1.7520904258060122,0.0022288747131824493,4,2.7045743422604573e-10,4,1,1
K6_early_m108,6,108,5,0,ipopt,1.5545383139776447,0.09541570907458663,100,0.17484496928908122,1,0,0
K6_early_m108,6,108,5,1,ccp,1.752090426074505,0.0021173753775656223,4,1.963984530561902e-12,4,1,1
K6_early_m108,6,108,5,1,ipopt,1.7460493789170775,0.0794425830245018,82,0.00390253281016828,2,0,0
K6_early_m108,6,108,5,2,ccp,1.797543652689709,0.0022235410287976265,4,4.3902881330382115e-11,4,1,1
K6_early_m108,6,108,5,2,ipopt,1.4363646944248054,0.08272895822301507,100,0.052207530590152595,2,0,0
K6_early_m108,6,108,5,3,ccp,1.5469223926949092,0.0031370827928185463,5,1.396660564978447e-13,4,1,1
K6_early_m108,6,108,5,3,ipopt,1.467744528559747,0.07494212500751019,100,0.06644328593375692,2,0,0
K6_early_m108,6,108,5,4,ccp,1.534852038103169,0.0028645838610827923,5,7.18498593954564e-11,4,1,1
K6_early_m108,6,108,5,4,ipopt,1.492945764052405,0.08215979160740972,100,0.024352637225931728,3,0,0
K6_early_m108,6,108,5,5,ccp,1.512045048186221,0.0022070002742111683,4,3.553379812615276e-12,4,1,1
K6_early_m108,6,108,5,5,ipopt,1.3497173819852477,0.09494712483137846,100,0.14616088523763948,1,0,0
K6_early_m108,6,108,5,6,ccp,1.671271989185878,0.0030120844021439552,5,5.415747850179287e-10,5,1,1
K6_early_m108,6,108,5,6,ipopt,1.5728543931349184,0.08499224996194243,100,0.06214733370322745,2,0,0
K6_early_m108,6,108,5,7,ccp,1.5118927383934866,0.002394250128418207,4,1.3366350248844583e-08,5,1,1
K6_early_m108,6,108,5,7,ipopt,1.3646799317581761,0.07191258389502764,100,0.09831365453160079,2,0,0
K6_early_m108,6,108,5,8,ccp,1.6712719897274504,0.0028418749570846558,5,1.3322676295501878e-15,5,1,1
K6_early_m108,6,108,5,8,ipopt,1.3911157144869248,0.07681658398360014,100,0.17256139521170266,3,0,0
K6_early_m108,6,108,5,9,ccp,1.797543652645985,0.003669542260468006,6,8.76272387984045e-11,4,1,1
K6_early_m108,6,108,5,9,ipopt,1.4920793222261746,0.09602237492799759,100,0.0028818487694068917,3,0,0
K6_early_m108,6,108,6,0,ccp,1.7975436467604786,0.0021728328429162502,4,5.973132877201692e-09,4,1,1
K6_early_m108,6,108,6,0,ipopt,1.414454531180025,0.11304674996063113,100,0.3044050411954877,1,0,0
K6_early_m108,6,108,6,1,ccp,1.5348520381583368,0.0024407501332461834,4,1.6682211168017602e-11,4,1,1
K6_early_m108,6,108,6,1,ipopt,1.4538369146551948,0.06977541698142886,100,0.11467767664379913,1,0,0
K6_early_m108,6,108,6,2,ccp,1.7975436377781817,0.0024081668816506863,4,1.4955430671648173e-08,4,1,1
K6_early_m108,6,108,6,2,ipopt,1.7942762321144992,0.08216079184785485,100,0.004976866767665733,2,0,0
K6_early_m108,6,108,6,3,ccp,1.7995238224532564,0.0028699999675154686,5,1.4708323448076044e-10,4,1,1
K6_early_m108,6,108,6,3,ipopt,1.7823171991783244,0.10575224971398711,100,0.014860593230736185,2,0,0
K6_early_m108,6,108,6,4,ccp,1.7995238223190284,0.0029902500100433826,5,2.8131075247017634e-10,4,1,1
K6_early_m108,6,108,6,4,ipopt,1.7804485964716232,0.07259366707876325,100,0.017465905421980343,1,0,0
K6_early_m108,6,108,6,5,ccp,1.5358618894117437,0.0024702497757971287,4,1.3129275444612176e-11,4,1,1
K6_early_m108,6,108,6,5,ipopt,1.3435325256404391,0.0747360410168767,100,0.17861952533288994,1,0,0
K6_early_m108,6,108,6,6,ccp,1.5118927517598344,0.0030157077126204967,5,2.4424906541753444e-15,5,1,1
K6_early_m108,6,108,6,6,ipopt,1.3414967327616394,0.0716558750718832,100,0.08407718151477561,1,0,0
K6_early_m108,6,108,6,7,ccp,1.7995238223014196,0.0030168327502906322,5,2.9891999986375595e-10,4,1,1
K6_early_m108,6,108,6,7,ipopt,1.3692132874209826,0.08306295797228813,100,0.02652722284838349,2,0,0
K6_early_m108,6,108,6,8,ccp,1.6712719877147788,0.002308208029717207,4,2.0126729172176283e-09,5,1,1
K6_early_m108,6,108,6,8,ipopt,1.5557588569620195,0.08397154230624437,100,0.08230376336429601,3,0,0
K6_early_m108,6,108,6,9,ccp,1.7995238206803839,0.0022004167549312115,4,1.9199546397175027e-09,4,1,1
K6_early_m108,6,108,6,9,ipopt,1.3103674696414847,0.09983599977567792,100,0.3901173838031451,1,0,0
K6_early_m108,6,108,7,0,ccp,1.5348520379406618,0.0022703753784298897,4,2.3435653417891444e-10,4,1,1
K6_early_m108,6,108,7,0,ipopt,1.3996691947276114,0.08154470892623067,100,0.09373891690671354,1,0,0
K6_early_m108,6,108,7,1,ccp,1.7975436527335984,0.0027071251533925533,5,1.354472090042691e-14,4,1,1
K6_early_m108,6,108,7,1,ipopt,1.3965333749846653,0.07387699978426099,100,0.26313218830634755,1,0,0
K6_early_m108,6,108,7,2,ccp,1.593317544364524,0.0030664168298244476,5,2.273625732129858e-11,4,1,1
K6_early_m108,6,108,7,2,ipopt,1.377395303086101,0.09847516613081098,100,0.17272399857823828,1,0,0
K6_early_m108,6,108,7,3,ccp,1.7995238221821317,0.003114708699285984,5,4.1820658047697634e-10,4,1,1
K6_early_m108,6,108,7,3,ipopt,1.6644139771339495,0.07766054198145866,100,0.039649437729965875,2,0,0
K6_early_m108,6,108,7,4,ccp,1.5766030629017846,0.0027194167487323284,5,6.661338147750939e-16,4,1,1
K6_early_m108,6,108,7,4,ipopt,1.3606202372865295,0.07376545807346702,100,0.18218556788467466,1,0,0
K6_early_m108,6,108,7,5,ccp,1.7975436527336113,0.0029527503065764904,5,1.1102230246251565e-15,4,1,1
K6_early_m108,6,108,7,5,ipopt,1.7577085768997907,0.05511020915582776,57,0.014584100364978259,2,0,0
K6_early_m108,6,108,7,6,ccp,1.7521504559904897,0.0029702079482376575,5,2.6825548449238568e-09,4,1,1
K6_early_m108,6,108,7,6,ipopt,1.3530199150625293,0.07771883299574256,100,0.15605541054680305,1,0,0
K6_early_m108,6,108,7,7,ccp,1.5118927516531793,0.0022594588808715343,4,1.0665779370810924e-10,5,1,1
K6_early_m108,6,108,7,7,ipopt,1.4990033548552852,0.09913416672497988,100,0.008995093953813704,2,0,0
K6_early_m108,6,108,7,8,ccp,1.799523822494883,0.003821291960775852,6,1.0545653239546482e-10,4,1,1
K6_early_m108,6,108,7,8,ipopt,1.3306912530628814,0.0987978340126574,100,0.23934650687456682,1,0,0
K6_early_m108,6,108,7,9,ccp,1.7995238225693777,0.002821125090122223,5,3.096167766614144e-11,4,1,1
K6_early_m108,6,108,7,9,ipopt,1.799049332226044,0.10068833315744996,100,0.00045742179848895503,2,0,0
K6_early_m108,6,108,8,0,ccp,1.7995238226002153,0.0022435407154262066,4,1.2367884494324244e-13,4,1,1
K6_early_m108,6,108,8,0,ipopt,1.7238832021529815,0.08505187509581447,100,0.04511010474602806,2,0,0
