snapshot,K,m,batch,start,method,phi,time_s,iters,delta,active,converged,solver_success
K2_mid_m1641,2,1641,8,3,ccp,0.00011566736051116483,0.010339624714106321,2,3.7877603666156955e-09,2,1,1
K2_mid_m1641,2,1641,8,3,ipopt,0.00011840425798651487,0.13390083331614733,100,4.058430295387355e-14,2,1,0
K2_mid_m1641,2,1641,8,4,ccp,0.00011840425242462191,0.014992041047662497,3,5.6024835514085006e-12,2,1,1
K2_mid_m1641,2,1641,8,4,ipopt,0.00011019273745470825,0.1429884172976017,100,8.066582532677925e-06,1,0,0
K2_mid_m1641,2,1641,8,5,ccp,0.00010906332157688125,0.015359040815383196,3,7.694968049229032e-09,2,1,1
K2_mid_m1641,2,1641,8,5,ipopt,9.479578653077625e-05,0.07882549986243248,75,1.1551135569391892e-05,1,0,1
K2_mid_m1641,2,1641,8,6,ccp,9.696994679992766e-05,0.010499249678105116,2,4.088174781517674e-09,3,1,1
K2_mid_m1641,2,1641,8,6,ipopt,9.456597021151075e-05,0.14133366709575057,100,2.383487645786985e-06,1,0,0
K2_mid_m1641,2,1641,8,7,ccp,9.514303711456685e-05,0.01562454178929329,3,2.2379740869196176e-11,2,1,1
K2_mid_m1641,2,1641,8,7,ipopt,9.51430594943012e-05,0.172946416772902,100,1.6805133673525319e-18,2,1,0
K2_mid_m1641,2,1641,8,8,ccp,9.001145455218742e-05,0.015115125104784966,3,4.65622064017325e-12,2,1,1
K2_mid_m1641,2,1641,8,8,ipopt,9.001145919564166e-05,0.12572145881131291,100,1.2768445697454445e-14,2,1,0
K2_mid_m1641,2,1641,8,9,ccp,8.875360336340439e-05,0.015292000025510788,3,2.735660109901006e-10,2,1,1
K2_mid_m1641,2,1641,8,9,ipopt,8.875387693006807e-05,0.12627916736528277,100,5.244828009398628e-18,2,1,0
K2_mid_m1641,2,1641,9,0,ccp,0.00023560126828534164,0.014564166776835918,3,1.6609691643994576e-10,2,1,1
K2_mid_m1641,2,1641,9,0,ipopt,0.00019692874537272022,0.13515541702508926,100,3.627182717063547e-05,1,0,0
K2_mid_m1641,2,1641,9,1,ccp,0.0001419388195241279,0.01083533326163888,2,3.6934884376752138e-09,2,1,1
K2_mid_m1641,2,1641,9,1,ipopt,0.00013901890174796436,0.14208133425563574,100,2.9109435980961547e-06,1,0,0
K2_mid_m1641,2,1641,9,2,ccp,0.0001387155198579993,0.01489179115742445,3,8.567574004848116e-13,2,1,1
K2_mid_m1641,2,1641,9,2,ipopt,0.00013216485425311198,0.13593429187312722,100,6.489731505067306e-06,1,0,0
K2_mid_m1641,2,1641,9,3,ccp,0.00010907097520135768,0.01522287493571639,3,4.207650102904664e-11,2,1,1
K2_mid_m1641,2,1641,9,3,ipopt,0.00010508018060095272,0.0799644161015749,75,3.7906165995621016e-06,1,0,1
K2_mid_m1641,2,1641,9,4,ccp,0.0001184041576742928,0.015574957709759474,3,1.0035284666513704e-10,2,1,1
K2_mid_m1641,2,1641,9,4,ipopt,0.00010215817786466894,0.15283433394506574,100,1.5632467081502357e-05,1,0,0
K2_mid_m1641,2,1641,9,5,ccp,9.697378111801617e-05,0.010676708072423935,2,2.5392606871614976e-10,3,1,1
K2_mid_m1641,2,1641,9,5,ipopt,9.633810160330093e-05,0.14674704195931554,100,6.344069383505782e-07,1,0,0
K2_mid_m1641,2,1641,9,6,ccp,0.00011567053154720665,0.015467790886759758,3,6.168051070983352e-10,2,1,1
K2_mid_m1641,2,1641,9,6,ipopt,9.401424341392477e-05,0.15340862469747663,100,2.0790529273309095e-05,1,0,0
K2_mid_m1641,2,1641,9,7,ccp,9.513679702166699e-05,0.010290124919265509,2,6.262128599845117e-09,2,1,1
K2_mid_m1641,2,1641,9,7,ipopt,9.514305949429903e-05,0.19202233292162418,100,9.269928574751063e-18,2,1,0
K2_mid_m1641,2,1641,9,8,ccp,9.00112436542646e-05,0.015615541022270918,3,2.1555352793488358e-10,2,1,1
K2_mid_m1641,2,1641,9,8,ipopt,8.556246819517205e-05,0.15613279212266207,100,4.195784294302703e-06,1,0,0
K2_mid_m1641,2,1641,9,9,ccp,8.875350089004733e-05,0.015075833071023226,3,3.7603868903814987e-10,2,1,1
K2_mid_m1641,2,1641,9,9,ipopt,8.496425164400206e-05,0.1287361248396337,100,2.6869283030061278e-06,1,0,0
K2_mid_m1641,2,1641,10,0,ccp,0.00023560143019492092,0.015045082662254572,3,4.187404980052212e-12,2,1,1
K2_mid_m1641,2,1641,10,0,ipopt,0.00021990759184227797,0.1359638748690486,100,1.5312720054973456e-05,1,0,0
K2_mid_m1641,2,1641,10,1,ccp,0.0001399207176564453,0.010476083029061556,2,1.5731699044851683e-09,2,1,1
K2_mid_m1641,2,1641,10,1,ipopt,0.00023560143438233327,0.16143162501975894,100,-9.486769009248164e-19,2,1,0
K2_mid_m1641,2,1641,10,2,ccp,0.00014194249747441316,0.014969583135098219,3,1.5578762807772276e-11,2,1,1
K2_mid_m1641,2,1641,10,2,ipopt,0.00012912934967962203,0.13676191680133343,100,1.2339145325668727e-05,1,0,0
K2_mid_m1641,2,1641,10,3,ccp,0.00011840425077965042,0.015683708246797323,3,7.247526106275888e-12,2,1,1
K2_mid_m1641,2,1641,10,3,ipopt,0.0001184042580271022,0.17250395892187953,100,4.919567357652976e-18,2,1,0
K2_mid_m1641,2,1641,10,4,ccp,0.0001156711376046908,0.015045332722365856,3,1.0750081326418165e-11,2,1,1
K2_mid_m1641,2,1641,10,4,ipopt,0.00013871552071494922,0.1402999171987176,100,3.198396408832238e-18,2,1,0
K2_mid_m1641,2,1641,10,5,ccp,0.0001090710136039961,0.015119832940399647,3,3.6743482198899405e-12,2,1,1
K2_mid_m1641,2,1641,10,5,ipopt,0.00010689429202442454,0.07969387527555227,75,2.1175757931830917e-06,1,0,1
K2_mid_m1641,2,1641,10,6,ccp,9.697247279218005e-05,0.010376208927482367,2,1.562242169422844e-09,3,1,1
K2_mid_m1641,2,1641,10,6,ipopt,9.548155451186927e-05,0.1567921657115221,100,1.4830888658879412e-06,1,0,0
K2_mid_m1641,2,1641,10,7,ccp,9.51395468016098e-05,0.010440292302519083,2,3.512584475793613e-09,2,1,1
K2_mid_m1641,2,1641,10,7,ipopt,9.43207443553592e-05,0.1659462503157556,100,8.164002907006245e-07,1,0,0
K2_mid_m1641,2,1641,10,8,ccp,9.000925707625704e-05,0.01065837498754263,2,2.202068301060964e-09,2,1,1
K2_mid_m1641,2,1641,10,8,ipopt,8.949735343768148e-05,0.12687037512660027,100,5.106374489228502e-07,1,0,0
K2_mid_m1641,2,1641,10,9,ccp,8.88657729475298e-05,0.010387333109974861,2,4.420128602462001e-10,2,1,1
K2_mid_m1641,2,1641,10,9,ipopt,8.867129653084363e-05,0.1364131672307849,100,1.9328226790946146e-07,1,0,0
K2_mid_m1641,2,1641,11,0,ccp,0.00023560142866597554,0.015096459072083235,3,5.716354147845826e-12,2,1,1
K2_mid_m1641,2,1641,11,0,ipopt,0.00021425604853382053,0.14541887491941452,100,2.0900083893574453e-05,1,0,0
K2_mid_m1641,2,1641,11,1,ccp,0.00013871546379099105,0.015375749673694372,3,5.692396911911174e-11,2,1,1
K2_mid_m1641,2,1641,11,1,ipopt,0.00012662224192548925,0.12515054224058986,100,1.1596522000251782e-05,1,0,0
K2_mid_m1641,2,1641,11,2,ccp,0.00014194248751360277,0.015707333106547594,3,2.5538073663167876e-11,2,1,1
K2_mid_m1641,2,1641,11,2,ipopt,0.00013410001535323676,0.11551749985665083,100,8.057383970097587e-15,2,1,0
K2_mid_m1641,2,1641,11,3,ccp,0.00011839666874205153,0.010380083695054054,2,7.589036738915307e-09,2,1,1
K2_mid_m1641,2,1641,11,3,ipopt,0.00011534564404796837,0.1380117922089994,100,3.039427895152534e-06,1,0,0
K2_mid_m1641,2,1641,11,4,ccp,0.00010907099353913303,0.015289833303540945,3,2.3739915876218667e-11,2,1,1
K2_mid_m1641,2,1641,11,4,ipopt,0.00010560876939173428,0.07961579132825136,75,3.311875426384388e-06,1,0,1
K2_mid_m1641,2,1641,11,5,ccp,0.00011567111760535246,0.015069083776324987,3,3.074860873732155e-11,2,1,1
K2_mid_m1641,2,1641,11,5,ipopt,0.00010483347157621984,0.13254858320578933,100,1.0644440571957512e-05,1,0,0
K2_mid_m1641,2,1641,11,6,ccp,0.00015461209115412173,0.019617167301476002,4,1.5355149552039038e-11,2,1,1
K2_mid_m1641,2,1641,11,6,ipopt,9.332148397353198e-05,0.11542475037276745,69,4.403011136179123e-05,1,0,1
K2_mid_m1641,2,1641,11,7,ccp,9.697403491884873e-05,0.01534937508404255,3,1.2730799487520317e-13,3,1,1
K2_mid_m1641,2,1641,11,7,ipopt,9.263215168991957e-05,0.18828050000593066,100,4.261079715690448e-06,1,0,0
K2_mid_m1641,2,1641,11,8,ccp,8.886611992025987e-05,0.010782209224998951,2,9.504138716808462e-11,2,1,1
K2_mid_m1641,2,1641,11,8,ipopt,8.88662149618239e-05,0.13807037472724915,100,-4.472333961502706e-19,2,1,0
K2_mid_m1641,2,1641,11,9,ccp,9.000598687740379e-05,0.01062970794737339,2,5.47193579279715e-09,2,1,1
K2_mid_m1641,2,1641,11,9,ipopt,8.826863512258155e-05,0.13020462496206164,100,1.7342051193175754e-06,1,0,0
K2_mid_m1641,2,1641,12,0,ccp,0.0002355983472815226,0.010384917259216309,2,3.087086358299993e-09,2,1,1
K2_mid_m1641,2,1641,12,0,ipopt,0.00023560143438233305,0.19213875010609627,100,-3.333921680392926e-18,2,1,0
K2_mid_m1641,2,1641,12,1,ccp,0.0001419411626188468,0.010808374732732773,2,1.3504292252584232e-09,2,1,1
K2_mid_m1641,2,1641,12,1,ipopt,0.00014016925945474945,0.1812164168804884,100,1.7686220316642147e-06,1,0,0
K2_mid_m1641,2,1641,12,2,ccp,0.000138715520468857,0.014359415974467993,3,2.462407719134446e-13,2,1,1
K2_mid_m1641,2,1641,12,2,ipopt,0.0001399222908355913,0.15729383286088705,100,-1.3552527156068805e-19,2,1,0
K2_mid_m1641,2,1641,12,3,ccp,0.00011840424237444464,0.014883000403642654,3,1.5652634434903598e-11,2,1,1
K2_mid_m1641,2,1641,12,3,ipopt,0.00011840425802710176,0.18862404208630323,100,2.520770051028798e-18,2,1,0
K2_mid_m1641,2,1641,12,4,ccp,0.00011567106679520513,0.01542074978351593,3,8.155953126406934e-11,2,1,1
K2_mid_m1641,2,1641,12,4,ipopt,0.00023560143438233305,0.16021591611206532,100,-2.0057740190981832e-18,2,1,0
K2_mid_m1641,2,1641,12,5,ccp,0.00010907054563003304,0.015269500203430653,3,4.71648087908361e-10,2,1,1
K2_mid_m1641,2,1641,12,5,ipopt,0.00010181969188761801,0.0797735839150846,75,6.580234602150865e-06,1,0,1
K2_mid_m1641,2,1641,12,6,ccp,8.875372414851547e-05,0.010588333010673523,2,1.5278219509841373e-10,2,1,1
K2_mid_m1641,2,1641,12,6,ipopt,8.852144626634749e-05,0.13979904120787978,100,2.3196942810666953e-07,1,0,0
K2_mid_m1641,2,1641,12,7,ccp,9.001143054099552e-05,0.015220042318105698,3,2.8667761469824277e-11,2,1,1
K2_mid_m1641,2,1641,12,7,ipopt,8.7340662091746e-05,0.15574495773762465,100,2.578535568487699e-06,1,0,0
K2_mid_m1641,2,1641,12,8,ccp,8.858214431953942e-05,0.01524820877239108,3,9.994991759156718e-12,2,1,1
K2_mid_m1641,2,1641,12,8,ipopt,8.679426786596558e-05,0.149661208037287,100,1.7289790332815092e-06,1,0,0
K2_mid_m1641,2,1641,12,9,ccp,8.517940365365987e-05,0.010247624944895506,2,6.775978915333006e-11,2,1,1
K2_mid_m1641,2,1641,12,9,ipopt,8.5179471413524e-05,0.18074325006455183,100,1.054386612742153e-17,2,1,0
K2_mid_m1641,2,1641,13,0,ccp,0.000235601272512186,0.015279333107173443,3,1.618800026751549e-10,2,1,1
K2_mid_m1641,2,1641,13,0,ipopt,0.00019716941721633274,0.16910145804286003,100,3.606190863282734e-05,1,0,0
K2_mid_m1641,2,1641,13,1,ccp,0.0001399222905268385,0.014982291031628847,3,3.0877674007077915e-13,2,1,1
K2_mid_m1641,2,1641,13,1,ipopt,0.00013668126860293204,0.11738987499848008,100,3.2016548358637415e-06,1,0,0
K2_mid_m1641,2,1641,13,2,ccp,0.00014194251257628084,0.015509165823459625,3,4.747834883491592e-13,2,1,1
K2_mid_m1641,2,1641,13,2,ipopt,0.0001345583612465393,0.1449929578229785,100,7.3013569509110254e-06,1,0,0
K2_mid_m1641,2,1641,13,3,ccp,0.0001184010292811931,0.005762875080108643,1,3.2287251959349636e-09,2,1,1
K2_mid_m1641,2,1641,13,3,ipopt,0.0001184010292811931,0.13464441616088152,100,3.228725090076174e-09,2,1,0
K2_mid_m1641,2,1641,13,4,ccp,0.0001156701055021101,0.010237583890557289,2,1.0428463432019365e-09,2,1,1
K2_mid_m1641,2,1641,13,4,ipopt,0.00011567114835477413,0.18205929081887007,100,5.231275482242559e-18,2,1,0
K2_mid_m1641,2,1641,13,5,ccp,0.00010906762937547408,0.014630250167101622,3,3.387760847743085e-09,2,1,1
K2_mid_m1641,2,1641,13,5,ipopt,9.734323839920835e-05,0.07940525002777576,75,9.924299616224594e-06,1,0,1
K2_mid_m1641,2,1641,13,6,ccp,9.001145188251955e-05,0.015238415915518999,3,7.326013114292845e-12,2,1,1
K2_mid_m1641,2,1641,13,6,ipopt,8.811756631074024e-05,0.12875662511214614,100,1.847264456101411e-06,1,0,0
K2_mid_m1641,2,1641,13,7,ccp,8.886617816373371e-05,0.01477291714400053,3,3.679813414701402e-11,2,1,1
K2_mid_m1641,2,1641,13,7,ipopt,8.60103601665502e-05,0.1430692090652883,100,2.3523630135486174e-06,1,0,0
K2_mid_m1641,2,1641,13,8,ccp,8.485451847304627e-05,0.010409375187009573,2,3.299273158616071e-09,2,1,1
K2_mid_m1641,2,1641,13,8,ipopt,8.378746596070545e-05,0.14899487514048815,100,1.0598482405058753e-06,1,0,0
K2_mid_m1641,2,1641,13,9,ccp,8.517939422826191e-05,0.010726999957114458,2,7.718505043820875e-11,2,1,1
K2_mid_m1641,2,1641,13,9,ipopt,8.517947141351229e-05,0.17276699980720878,100,8.077306185017008e-18,2,1,0
K2_mid_m1641,2,1641,14,0,ccp,0.00023560139983483863,0.015082166995853186,3,3.455155104625622e-11,2,1,1
K2_mid_m1641,2,1641,14,0,ipopt,0.00023560143438233327,0.19227704079821706,100,-3.0086610286472748e-18,2,1,0
K2_mid_m1641,2,1641,14,1,ccp,0.00014194251273518172,0.015557125210762024,3,3.152364166144478e-13,2,1,1
K2_mid_m1641,2,1641,14,1,ipopt,0.00013705692587242277,0.1357829999178648,100,4.818034251922093e-06,1,0,0
K2_mid_m1641,2,1641,14,2,ccp,0.00013991746714823484,0.010457583237439394,2,4.823600346568185e-09,2,1,1
K2_mid_m1641,2,1641,14,2,ipopt,0.00013682842840064382,0.14494354091584682,100,3.0810595266315825e-06,1,0,0
K2_mid_m1641,2,1641,14,3,ccp,0.00011567080597471623,0.010511582717299461,2,3.4237935605402076e-10,2,1,1
K2_mid_m1641,2,1641,14,3,ipopt,0.0002356014342698267,0.12877158308401704,100,1.1250798469947254e-13,2,1,0
K2_mid_m1641,2,1641,14,4,ccp,0.00010907042405138533,0.010639917105436325,2,5.932205557942355e-10,2,1,1
K2_mid_m1641,2,1641,14,4,ipopt,0.00010792138306749209,0.07862220797687769,75,1.1482837508910526e-06,1,0,1
K2_mid_m1641,2,1641,14,5,ccp,0.00011840405663335113,0.015000208746641874,3,2.013939562670432e-10,2,1,1
K2_mid_m1641,2,1641,14,5,ipopt,0.00011840425802710003,0.19053179072216153,100,9.039535613097893e-18,2,1,0
K2_mid_m1641,2,1641,14,6,ccp,0.00015461209843210398,0.019381375052034855,4,8.077163666641435e-12,2,1,1
K2_mid_m1641,2,1641,14,6,ipopt,9.763424158979379e-05,0.11376241594552994,69,4.230644146901656e-05,1,0,1
K2_mid_m1641,2,1641,14,7,ccp,9.001133234545289e-05,0.015081916935741901,3,1.2686290132822315e-10,2,1,1
K2_mid_m1641,2,1641,14,7,ipopt,8.61218666009249e-05,0.13145975023508072,100,3.695401827188071e-06,1,0,0
K2_mid_m1641,2,1641,14,8,ccp,8.875376873281353e-05,0.015232209116220474,3,1.0819712412525693e-10,2,1,1
K2_mid_m1641,2,1641,14,8,ipopt,0.00011840425802708918,0.12501666601747274,100,1.974603206639225e-17,2,1,0
K2_mid_m1641,2,1641,14,9,ccp,9.514197601057854e-05,0.014740874990820885,3,1.0834734878218972e-09,2,1,1
K2_mid_m1641,2,1641,14,9,ipopt,8.565079528043053e-05,0.15052616596221924,100,8.7224653855559e-06,2,0,0
K2_mid_m1641,2,1641,15,0,ccp,0.00023560069847551992,0.015238167252391577,3,7.359056060384818e-10,2,1,1
K2_mid_m1641,2,1641,15,0,ipopt,0.00018030319440492156,0.13068079203367233,100,5.024322851389067e-05,1,0,0
K2_mid_m1641,2,1641,15,1,ccp,0.0001419425129424968,0.01531049981713295,3,1.0996872900140287e-13,2,1,1
K2_mid_m1641,2,1641,15,1,ipopt,0.00013679989740307216,0.13606749987229705,100,5.102948086217572e-06,1,0,0
K2_mid_m1641,2,1641,15,2,ccp,0.0001387155127916071,0.01495700003579259,3,7.923141391022112e-12,2,1,1
K2_mid_m1641,2,1641,15,2,ipopt,0.0001313051460044097,0.14815183263272047,100,7.225075128164485e-06,1,0,0
K2_mid_m1641,2,1641,15,3,ccp,0.00011567114745505286,0.015464874915778637,3,8.996884590410301e-13,2,1,1
K2_mid_m1641,2,1641,15,3,ipopt,0.00011105099724976163,0.1798292500898242,100,4.587105460329653e-06,1,0,0
K2_mid_m1641,2,1641,15,4,ccp,0.00010906519477099274,0.015486916061490774,3,5.822087357929212e-09,2,1,1
K2_mid_m1641,2,1641,15,4,ipopt,9.571415650561738e-05,0.07890333328396082,75,1.0989391243330715e-05,1,0,1
K2_mid_m1641,2,1641,15,5,ccp,9.696743633250148e-05,0.010556166991591454,2,6.598529837968984e-09,3,1,1
K2_mid_m1641,2,1641,15,5,ipopt,9.392035740028162e-05,0.14369337540119886,100,3.0140080016536833e-06,1,0,0
K2_mid_m1641,2,1641,15,6,ccp,0.00011840053283448428,0.015273290686309338,3,3.725132823964605e-09,2,1,1
K2_mid_m1641,2,1641,15,6,ipopt,9.173100834491531e-05,0.1440278752706945,100,5.21772295508649e-18,3,1,0
K2_mid_m1641,2,1641,15,7,ccp,9.514297529058906e-05,0.01536745810881257,3,8.420337174643976e-11,2,1,1
K2_mid_m1641,2,1641,15,7,ipopt,9.5143059494314e-05,0.16353658260777593,100,6.071532165918825e-18,2,1,0
K2_mid_m1641,2,1641,15,8,ccp,8.875387638542171e-05,0.01525083277374506,3,5.446446245394032e-13,2,1,1
K2_mid_m1641,2,1641,15,8,ipopt,8.65508829272694e-05,0.12132170796394348,100,2.1610700660903894e-06,1,0,0
K2_mid_m1641,2,1641,15,9,ccp,8.526617560782306e-05,0.01061387499794364,2,4.397062180886476e-09,2,1,1
K2_mid_m1641,2,1641,15,9,ipopt,8.417744443811994e-05,0.13463437464088202,100,1.0832470248579016e-06,1,0,0
K2_mid_m1641,2,1641,16,0,ccp,0.00023560143007716485,0.015078749973326921,3,4.305157304870105e-12,2,1,1
K2_mid_m1641,2,1641,16,0,ipopt,0.00021979969641952547,0.1602173331193626,100,1.5415293940416753e-05,1,0,0
K2_mid_m1641,2,1641,16,1,ccp,0.00014194251286894256,0.015430375002324581,3,1.8409321918440302e-13,2,1,1
K2_mid_m1641,2,1641,16,1,ipopt,0.0001361039644878861,0.13867999985814095,100,5.787223975191384e-06,1,0,0
K2_mid_m1641,2,1641,16,2,ccp,0.00013871550049003307,0.015026832930743694,3,2.0224568249510924e-11,2,1,1
K2_mid_m1641,2,1641,16,2,ipopt,0.00013871552071494922,0.13941925019025803,100,1.0570971181733668e-18,2,1,0
K2_mid_m1641,2,1641,16,3,ccp,0.00011566752320520601,0.010280875023454428,2,3.6250732845074162e-09,2,1,1
K2_mid_m1641,2,1641,16,3,ipopt,0.00011567114835477413,0.15574962506070733,100,5.231275482242559e-18,2,1,0
K2_mid_m1641,2,1641,16,4,ccp,0.00011840422793454528,0.014944791793823242,3,3.009255431646318e-11,2,1,1
K2_mid_m1641,2,1641,16,4,ipopt,0.00010614202369303369,0.14228420797735453,100,1.1926281669792993e-05,1,0,0
K2_mid_m1641,2,1641,16,5,ccp,0.00010907097907519357,0.015199249610304832,3,3.820338639079317e-11,2,1,1
K2_mid_m1641,2,1641,16,5,ipopt,0.00010517467544203952,0.07942804181948304,75,3.7055651471765535e-06,1,0,1
K2_mid_m1641,2,1641,16,6,ccp,9.513397203138102e-05,0.010465082712471485,2,9.0867386842616e-09,2,1,1
K2_mid_m1641,2,1641,16,6,ipopt,9.5143059494314e-05,0.18632083293050528,100,6.071532165918825e-18,2,1,0
K2_mid_m1641,2,1641,16,7,ccp,9.697403459662645e-05,0.014760042075067759,3,4.478705275569317e-13,3,1,1
K2_mid_m1641,2,1641,16,7,ipopt,9.103630197559e-05,0.17300158319994807,100,5.785176704387504e-06,1,0,0
K2_mid_m1641,2,1641,16,8,ccp,9.001070396651113e-05,0.010266249999403954,2,7.552344032275837e-10,2,1,1
K2_mid_m1641,2,1641,16,8,ipopt,8.978133558052402e-05,0.13234245823696256,100,5.113604946576709e-06,1,0,0
K2_mid_m1641,2,1641,16,9,ccp,8.8866120643859e-05,0.015036874916404486,3,9.431770456606783e-11,2,1,1
K2_mid_m1641,2,1641,16,9,ipopt,8.875155533890505e-05,0.12072929227724671,100,2.3213662274433437e-09,2,1,0
K2_mid_m1641,2,1641,17,0,ccp,0.00023559687502201884,0.010451834183186293,2,4.5593288385979616e-09,2,1,1
K2_mid_m1641,2,1641,17,0,ipopt,0.0002322500401044981,0.13469233317300677,100,3.334326595746804e-06,1,0,0
K2_mid_m1641,2,1641,17,1,ccp,0.0001419425128767447,0.015520667191594839,3,1.733309947394429e-13,2,1,1
K2_mid_m1641,2,1641,17,1,ipopt,0.00013616630401310143,0.12136729108169675,100,5.725991716921112e-06,1,0,0
K2_mid_m1641,2,1641,17,2,ccp,0.00013992228091451323,0.0154593326151371,3,9.921517681856992e-12,2,1,1
K2_mid_m1641,2,1641,17,2,ipopt,0.00013223946787531133,0.15598341589793563,100,7.45964308635901e-06,1,0,0
K2_mid_m1641,2,1641,17,3,ccp,0.00011567114782077051,0.015198541805148125,3,5.339735272870405e-13,2,1,1
K2_mid_m1641,2,1641,17,3,ipopt,0.00011840425802710176,0.19045495800673962,100,1.4907779871675686e-17,2,1,0
K2_mid_m1641,2,1641,17,4,ccp,0.00011840425270643598,0.015637707896530628,3,5.320666121772823e-12,2,1,1
K2_mid_m1641,2,1641,17,4,ipopt,0.00011029416903577012,0.14338687481358647,100,7.968843464943671e-06,1,0,0
K2_mid_m1641,2,1641,17,5,ccp,0.00010907101559228099,0.015489624813199043,3,1.6868756825411113e-12,2,1,1
K2_mid_m1641,2,1641,17,5,ipopt,0.00010727823990030569,0.07890708278864622,75,1.752708612849855e-06,1,0,1
K2_mid_m1641,2,1641,17,6,ccp,9.514305887143616e-05,0.015471749939024448,3,6.228318371031411e-13,2,1,1
K2_mid_m1641,2,1641,17,6,ipopt,9.369069724211952e-05,0.13198899989947677,100,1.4339481678340537e-06,1,0,0
K2_mid_m1641,2,1641,17,7,ccp,9.697403475474931e-05,0.014957708306610584,3,2.8974381487828493e-13,3,1,1
K2_mid_m1641,2,1641,17,7,ipopt,9.163927692368203e-05,0.17462012497708201,100,5.212055376630287e-06,1,0,0
K2_mid_m1641,2,1641,17,8,ccp,8.875387658751135e-05,0.015512083191424608,3,3.4259735619181914e-13,2,1,1
K2_mid_m1641,2,1641,17,8,ipopt,8.875387693006546e-05,0.17439529113471508,100,6.098637220230962e-19,2,1,0
K2_mid_m1641,2,1641,17,9,ccp,8.526495583300979e-05,0.010456250049173832,2,5.616736191763321e-09,2,1,1
K2_mid_m1641,2,1641,17,9,ipopt,8.527057282962372e-05,0.190675166901201,100,4.133520782600986e-18,2,1,0
K2_mid_m1641,2,1641,18,0,ccp,0.00023560064646499512,0.014815791975706816,3,7.879163928020596e-10,2,1,1
K2_mid_m1641,2,1641,18,0,ipopt,0.00017939752123107412,0.14699020888656378,100,5.097321933996728e-05,1,0,0
K2_mid_m1641,2,1641,18,1,ccp,0.00014194251295108476,0.015407583210617304,3,9.835898371821084e-14,2,1,1
K2_mid_m1641,2,1641,18,1,ipopt,0.0001369028495050563,0.12846858287230134,100,5.001589658479218e-06,1,0,0
K2_mid_m1641,2,1641,18,2,ccp,0.00013871552050881723,0.014802917372435331,3,2.0645169059550772e-13,2,1,1
K2_mid_m1641,2,1641,18,2,ipopt,0.00013573091724255267,0.16326537542045116,100,2.9547183891847815e-06,1,0,0
K2_mid_m1641,2,1641,18,3,ccp,0.00011567041648445045,0.010115749668329954,2,7.318672316943518e-10,2,1,1
K2_mid_m1641,2,1641,18,3,ipopt,0.00011470280285389746,0.14102570805698633,100,9.66942456751628e-07,1,0,0
K2_mid_m1641,2,1641,18,4,ccp,9.697191993711949e-05,0.01051483303308487,2,2.1150883291299423e-09,3,1,1
K2_mid_m1641,2,1641,18,4,ipopt,9.523863456185346e-05,0.11799987498670816,82,1.7226852375101342e-06,1,0,0
K2_mid_m1641,2,1641,18,5,ccp,9.518521399192283e-05,0.010785874910652637,2,2.913259857960024e-10,2,1,1
K2_mid_m1641,2,1641,18,5,ipopt,9.45547017851807e-05,0.13231970788910985,100,6.303021564758372e-07,1,0,0
K2_mid_m1641,2,1641,18,6,ccp,0.00011840352844070352,0.015012667048722506,3,7.295835169595635e-10,2,1,1
K2_mid_m1641,2,1641,18,6,ipopt,9.30027905962829e-05,0.13592529110610485,100,2.374579931299101e-05,1,0,0
K2_mid_m1641,2,1641,18,7,ccp,9.514305242737256e-05,0.015611750073730946,3,7.066794333954532e-12,2,1,1
K2_mid_m1641,2,1641,18,7,ipopt,9.5143059494314e-05,0.1732672923244536,100,6.071532165918825e-18,2,1,0
K2_mid_m1641,2,1641,18,8,ccp,8.886621322077909e-05,0.015148624777793884,3,1.740884454821956e-12,2,1,1
K2_mid_m1641,2,1641,18,8,ipopt,8.738761591015889e-05,0.1367032090201974,100,1.3691060740165476e-06,1,0,0
K2_mid_m1641,2,1641,18,9,ccp,9.001141711281464e-05,0.01525570871308446,3,4.2095802633090006e-11,2,1,1
K2_mid_m1641,2,1641,18,9,ipopt,8.517947141354785e-05,0.14776316611096263,100,1.3213713977167085e-17,2,1,0
K2_mid_m1641,2,1641,19,0,ccp,0.0002356013910124891,0.015399999916553497,3,4.3362373452126776e-11,2,1,1
K2_mid_m1641,2,1641,19,0,ipopt,0.00023560143438233305,0.18762183422222733,100,-3.333921680392926e-18,2,1,0
K2_mid_m1641,2,1641,19,1,ccp,0.00014194249712203813,0.010407166089862585,2,1.5928615550034678e-11,2,1,1
K2_mid_m1641,2,1641,19,1,ipopt,0.00014180278019946982,0.1382180000655353,100,1.3967821396008323e-07,1,0,0
K2_mid_m1641,2,1641,19,2,ccp,0.0001387153881662862,0.014960166998207569,3,1.3254828769401934e-10,2,1,1
K2_mid_m1641,2,1641,19,2,ipopt,0.00012380704577352438,0.13332133367657661,100,1.4150337770556931e-05,1,0,0
K2_mid_m1641,2,1641,19,3,ccp,0.00011840038594101727,0.010616709012538195,2,3.8720214299252506e-09,2,1,1
K2_mid_m1641,2,1641,19,3,ipopt,0.00011621116020471122,0.15225024987012148,100,2.1833090939476102e-06,1,0,0
K2_mid_m1641,2,1641,19,4,ccp,0.000109071013632908,0.015341666992753744,3,3.6456901408334075e-12,2,1,1
