instance,source,family,K,m,sampler,N,rep,phi,wall_s,ccp_iters,sandwich,regret_rel,miss
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,512,49,0.3397002012693404,0.02401662478223443,36,False,0.0,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,0,0.3397002012664615,0.022404207848012447,32,False,2.8789193251554934e-12,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,1,0.3397002012693404,0.021782124880701303,32,False,0.0,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,2,0.33970020126932254,0.02247950015589595,33,False,1.787459069646502e-14,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,3,0.33970020126929124,0.023161124903708696,33,False,4.9182879990894435e-14,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,4,0.33970020126934,0.02179724955931306,32,False,4.440892098500626e-16,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,5,0.33970020126917333,0.02274595806375146,33,False,1.6708856520608606e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,6,0.33970020126934,0.023969541769474745,35,False,4.440892098500626e-16,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,7,0.3397002012689543,0.02184425015002489,32,False,3.8613556796462944e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,8,0.33970020126918943,0.023235542234033346,35,False,1.509903313490213e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,9,0.33970020126934,0.023584875278174877,34,False,4.440892098500626e-16,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,10,0.3397002012693384,0.021485458128154278,32,False,1.9984014443252818e-15,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,11,0.3397002012692615,0.022802916821092367,33,False,7.893685705084863e-14,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,12,0.33970020126934,0.021684500388801098,31,False,4.440892098500626e-16,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,13,0.3397002012689391,0.021908541209995747,32,False,4.013456234019941e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,14,0.3397002012685437,0.023555874824523926,34,False,7.966960424710123e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,15,0.3397001958132795,0.020414333324879408,29,False,5.456060936381846e-09,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,16,0.3397002012693404,0.021573792211711407,31,False,0.0,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,17,0.3397002012468783,0.02031166711822152,29,False,2.246214325651863e-11,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,18,0.33970020124681377,0.021652208175510168,32,False,2.252664721424935e-11,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,19,0.339700201269339,0.022547874599695206,33,False,1.4432899320127035e-15,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,20,0.33970020126933775,0.023606583010405302,35,False,2.6645352591003757e-15,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,21,0.3397002012689978,0.02139120828360319,31,False,3.426148253993233e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,22,0.339700199893334,0.02117191581055522,31,False,1.3760064199175304e-09,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,23,0.339700201269034,0.021517375018447638,31,False,3.064215547965432e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,24,0.3397002012693332,0.021596624981611967,32,False,7.216449660063518e-15,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,25,0.33970020126934,0.02223891718313098,32,False,4.440892098500626e-16,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,26,0.33970020126851264,0.023850792087614536,35,False,8.277822871605167e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,27,0.3397002012693404,0.021423417143523693,31,False,0.0,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,28,0.33970020126918943,0.019028167240321636,27,False,1.509903313490213e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,29,0.33970020126781986,0.021999875083565712,32,False,1.5205614545266144e-12,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,30,0.33970019522684003,0.021210750099271536,31,False,6.042500388936389e-09,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,31,0.3397002012686704,0.022610582876950502,33,False,6.70019595361282e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,32,0.3397001999846275,0.023447792045772076,33,False,1.2847128916249062e-09,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,33,0.33970020126934,0.022356417030096054,32,False,4.440892098500626e-16,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,34,0.3397002012693283,0.02286458294838667,33,False,1.2101430968414206e-14,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,35,0.3397001962151941,0.021030666306614876,30,False,5.054146323679731e-09,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,36,0.33970020126932476,0.024228499736636877,35,False,1.5654144647214707e-14,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,37,0.339700201269339,0.021665541920810938,32,False,1.4432899320127035e-15,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,38,0.3397002012693404,0.023698708042502403,34,False,0.0,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,39,0.339700201269331,0.023703332990407944,34,False,9.43689570931383e-15,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,40,0.3397002012693404,0.023328667040914297,34,False,0.0,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,41,0.3397002012679876,0.02314712479710579,33,False,1.3528067555057532e-12,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,42,0.3397002012685155,0.020649374928325415,29,False,8.248957072964913e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,43,0.33970020126893596,0.021802041679620743,31,False,4.0445424787094453e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,44,0.3397002012684551,0.023529167287051678,33,False,8.852918398360998e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,45,0.3397002012693404,0.023209125269204378,33,False,0.0,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,46,0.33970020126934,0.021651540882885456,31,False,4.440892098500626e-16,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,47,0.3397002012693384,0.022372707724571228,32,False,1.9984014443252818e-15,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,48,0.3397002012686602,0.02305387519299984,33,False,6.802336471878334e-13,0
syn_K3_m200_s1_cancel,synthetic,cancel,3,200,sobol,2048,49,0.33970020126826916,0.02313616592437029,33,False,1.0712541964608135e-12,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,0,11.045793790506343,0.015741582959890366,23,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,1,11.045793790506343,0.0130516248755157,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,2,11.045793790506343,0.013204041868448257,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,3,11.045793790506343,0.014280083123594522,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,4,11.045793790506343,0.01421591592952609,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,5,11.045793790506343,0.012693959288299084,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,6,11.045793790506343,0.015572791919112206,23,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,7,11.045793790506343,0.014490167144685984,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,8,11.045793790506343,0.017541375011205673,27,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,9,11.045793790506343,0.01314583420753479,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,10,11.045793790506343,0.012691083364188671,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,11,11.045793790506343,0.013331625144928694,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,12,11.045793790506343,0.012738540768623352,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,13,11.045793790506343,0.016479541081935167,23,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,14,11.045793790506343,0.01743962522596121,25,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,15,11.045793790506343,0.012140749953687191,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,16,11.045793790506343,0.01188362529501319,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,17,11.045793790506343,0.013773499988019466,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,18,11.045793790506343,0.013832082971930504,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,19,11.045793790506343,0.014214083086699247,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,20,11.045793790506343,0.013954624999314547,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,21,11.045793790506343,0.013423583004623652,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,22,11.045793790506343,0.01582554168999195,24,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,23,11.045793790506343,0.01699162507429719,26,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,24,11.045793790506343,0.014728374779224396,22,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,25,11.045793790506343,0.016935958061367273,26,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,26,11.045793790506343,0.015204875264316797,22,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,27,11.045793790506343,0.014843083918094635,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,28,11.045793790506343,0.01544004213064909,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,29,11.045793790506343,0.015021791215986013,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,30,11.045793790506343,0.01316391583532095,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,31,11.045793790506343,0.014547040686011314,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,32,11.045793790506343,0.01340370811522007,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,33,11.045793790506343,0.014008165802806616,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,34,11.045793790506343,0.012526457663625479,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,35,11.045793790506343,0.013647791929543018,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,36,11.045793790506343,0.015185958240181208,23,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,37,11.045793790506343,0.012202625162899494,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,38,11.045793790506343,0.01301558269187808,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,39,11.045793790506343,0.013766458723694086,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,40,11.045793790506343,0.016127499751746655,23,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,41,11.045793790506343,0.013783084228634834,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,42,11.045793790506343,0.01659754104912281,25,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,43,11.045793790506343,0.013155749998986721,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,44,11.045793790506343,0.011761708650738001,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,45,11.045793790506343,0.01369304209947586,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,46,11.045793790506343,0.014286207966506481,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,47,11.045793790506343,0.015537500381469727,22,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,48,11.045793790506343,0.013991042040288448,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,128,49,11.045793790506343,0.014694292098283768,22,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,0,11.045793790506343,0.011666708160191774,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,1,11.045793790506343,0.01216683303937316,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,2,11.045793790506343,0.013070833869278431,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,3,11.045793790506343,0.01344266626983881,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,4,11.045793790506343,0.012145291548222303,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,5,11.045793790506343,0.012088084127753973,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,6,11.045793790506343,0.012151708826422691,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,7,11.045793790506343,0.011827874928712845,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,8,11.045793790506343,0.012589499820023775,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,9,11.045793790506343,0.012850417289882898,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,10,11.045793790506343,0.013155708089470863,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,11,11.045793790506343,0.012836750131100416,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,12,11.045793790506343,0.012943999841809273,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,13,11.045793790506343,0.014405792113393545,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,14,11.045793790506343,0.012755374889820814,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,15,11.045793790506343,0.012752624694257975,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,16,11.045793790506343,0.01247833389788866,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,17,11.045793790506343,0.012556375004351139,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,18,11.045793790506343,0.013246874790638685,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,19,11.045793790506343,0.01175908325240016,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,20,11.045793790506343,0.012306875083595514,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,21,11.045793790506343,0.013340292032808065,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,22,11.045793790506343,0.012723291758447886,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,23,11.045793790506343,0.012261041905730963,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,24,11.045793790506343,0.012589875143021345,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,25,11.045793790506343,0.012268291786313057,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,26,11.045793790506343,0.012800666969269514,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,27,11.045793790506343,0.012387291993945837,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,28,11.045793790506343,0.013783665839582682,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,29,11.045793790506343,0.012680834159255028,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,30,11.045793790506343,0.0142707503400743,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,31,11.045793790506343,0.01348058320581913,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,32,11.045793790506343,0.011821375228464603,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,33,11.045793790506343,0.013741082977503538,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,34,11.045793790506343,0.013853957876563072,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,35,11.045793790506343,0.012270250357687473,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,36,11.045793790506343,0.013833499979227781,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,37,11.045793790506343,0.014383041765540838,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,38,11.045793790506343,0.013109167106449604,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,39,11.045793790506343,0.012646208051592112,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,40,11.045793790506343,0.013097124639898539,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,41,11.045793790506343,0.012537542264908552,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,42,11.045793790506343,0.011807000264525414,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,43,11.045793790506343,0.0137446247972548,20,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,44,11.045793790506343,0.012226083315908909,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,45,11.045793790506343,0.01251029223203659,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,46,11.045793790506343,0.01220858283340931,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,47,11.045793790506343,0.011758583132177591,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,48,11.045793790506343,0.012489582877606153,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,512,49,11.045793790506343,0.012129792012274265,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,0,11.045793790506343,0.012382292188704014,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,1,11.045793790506343,0.01225337479263544,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,2,11.045793790506343,0.012406334280967712,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,3,11.045793790506343,0.012336957734078169,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,4,11.045793790506343,0.012114624958485365,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,5,11.045793790506343,0.013141667004674673,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,6,11.045793790506343,0.012062666937708855,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,7,11.045793790506343,0.012665541842579842,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,8,11.045793790506343,0.01298595778644085,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,9,11.045793790506343,0.012667332775890827,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,10,11.045793790506343,0.012454916257411242,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,11,11.045793790506343,0.012758791912347078,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,12,11.045793790506343,0.012168124783784151,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,13,11.045793790506343,0.012362750247120857,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,14,11.045793790506343,0.012334334198385477,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,15,11.045793790506343,0.012917499989271164,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,16,11.045793790506343,0.012656375300139189,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,17,11.045793790506343,0.012240416835993528,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,18,11.045793790506343,0.012219042051583529,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,19,11.045793790506343,0.012864834163337946,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,20,11.045793790506343,0.012862208765000105,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,21,11.045793790506343,0.012725749984383583,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,22,11.045793790506343,0.012166958767920732,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,23,11.045793790506343,0.012576792389154434,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,24,11.045793790506343,0.012635583989322186,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,25,11.045793790506343,0.01221516728401184,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,26,11.045793790506343,0.012092832941561937,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,27,11.045793790506343,0.012192167341709137,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,28,11.045793790506343,0.012438000179827213,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,29,11.045793790506343,0.013184458017349243,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,30,11.045793790506343,0.012118208222091198,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,31,11.045793790506343,0.012912875041365623,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,32,11.045793790506343,0.01246875012293458,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,33,11.045793790506343,0.012575790751725435,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,34,11.045793790506343,0.012193209026008844,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,35,11.045793790506343,0.012409208808094263,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,36,11.045793790506343,0.013122791890054941,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,37,11.045793790506343,0.0124144172295928,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,38,11.045793790506343,0.012017000000923872,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,39,11.045793790506343,0.014684875030070543,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,40,11.045793790506343,0.013206208124756813,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,41,11.045793790506343,0.012507167179137468,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,42,11.045793790506343,0.013287666719406843,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,43,11.045793790506343,0.01256462512537837,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,44,11.045793790506343,0.013613749761134386,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,45,11.045793790506343,0.012730707880109549,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,46,11.045793790506343,0.01271733408793807,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,47,11.045793790506343,0.012545707635581493,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,48,11.045793790506343,0.013014041818678379,18,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,exp,2048,49,11.045793790506343,0.012733709067106247,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,0,11.045793790506343,0.013024417217820883,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,1,11.045793790506343,0.014341624919325113,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,2,11.045793790506343,0.013227041810750961,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,3,11.045793790506343,0.01204420905560255,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,4,11.045793790506343,0.013270624913275242,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,5,11.045793790506343,0.014590125065296888,21,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,6,11.045793790506343,0.012429291848093271,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,7,11.045793790506343,0.014776959083974361,22,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,8,11.045793790506343,0.013698083814233541,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,9,11.045793790506343,0.012303541880100965,17,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,10,11.045793790506343,0.013249875046312809,19,False,0.0,0
syn_K3_m200_s2_gauss,synthetic,gauss,3,200,sobol,128,11,11.045793790506343,0.011979958042502403,17,False,0.0,0
